S.No,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3),TOT-RF (mm)
122,30-Oct-2017 - 00:00,31-Oct-2017 - 00:00,,,,,0,0.07,,0,,0,0,,,,,,,0,,0,0,0
123,31-Oct-2017 - 00:00,01-Nov-2017 - 00:00,53.21,119.28,1.31,,0.21,0.09,25.14,0.82,84.76,2.86,6.06,28.73,64.2,1.91,114.81,158.83,752.04,0.07,27.21,0,1.16,0
124,01-Nov-2017 - 00:00,02-Nov-2017 - 00:00,43.41,95.76,1.23,,0.19,0.1,21.29,1.25,80.21,2.67,5.88,29.38,63.71,2.21,125.54,156.95,753.41,0.1,26.51,0,1.06,0
125,02-Nov-2017 - 00:00,03-Nov-2017 - 00:00,54.06,100.83,1.12,,0.13,0.1,22.06,1.26,79.51,3.01,5.62,28.92,65.9,2.29,137.24,157.11,751.6,0.07,26.15,0,1.06,0
126,03-Nov-2017 - 00:00,04-Nov-2017 - 00:00,38.96,82.53,0.99,,0.09,0.1,23.02,1.14,77.49,2.59,4.86,29.12,65.7,2.4,137.69,160.11,750.99,0.09,25.86,0,0.84,0
127,04-Nov-2017 - 00:00,05-Nov-2017 - 00:00,22.42,67.52,1.02,,0.15,0.08,23,0.73,69.36,2.53,5.86,28.91,64.66,2.66,144.91,120.53,751.82,0.1,26.18,0,0.85,0
128,05-Nov-2017 - 00:00,06-Nov-2017 - 00:00,19.55,46.75,0.98,,0.13,0.06,5.25,0.72,64.77,1.94,4.44,29.05,70.86,2.32,132.85,124,753.17,0.09,26.43,0,0.48,0
129,06-Nov-2017 - 00:00,07-Nov-2017 - 00:00,22.78,45.68,0.87,2.7,1.83,0.07,23.4,0.71,49.49,2.63,5.95,29.38,67.96,1.92,178.13,148.38,753.5,0.07,27.35,0,1.08,0
130,07-Nov-2017 - 00:00,08-Nov-2017 - 00:00,27.97,55.23,2.71,4.23,4.43,0.29,21.21,0.78,63.86,2.64,5.23,29.57,68.85,2.16,155.28,155.45,753.65,0.08,27.05,0,0.97,0
131,08-Nov-2017 - 00:00,09-Nov-2017 - 00:00,29.79,62.71,5.62,13.18,11.5,0.09,22.06,0.76,68.16,2.74,5.21,29.51,62.84,1.86,177.09,155.76,753.65,0.08,27.14,0,1.03,0
132,09-Nov-2017 - 00:00,10-Nov-2017 - 00:00,42.83,81.18,6.09,12.66,11.61,0.62,23.88,0.83,75.25,2.86,5.36,29.75,65.51,1.71,137.25,152.62,752.08,0.07,26.44,0,1.13,0
133,10-Nov-2017 - 00:00,11-Nov-2017 - 00:00,55.38,99.28,6.2,1.46,4.08,0.66,24.56,0.8,80.1,3.23,5.79,29.48,64.44,2.24,133.71,149.12,751.55,0.09,26.2,0,1.06,0
134,11-Nov-2017 - 00:00,12-Nov-2017 - 00:00,60.87,109.62,3.71,,0.77,0.68,24.69,0.85,109.99,2.89,4.94,29,59.88,2.61,131.91,106.96,751.3,0.09,25.7,0,0.91,0
135,12-Nov-2017 - 00:00,13-Nov-2017 - 00:00,54.45,94.7,,,0,,8.32,0.83,111.04,2.81,3.65,29.18,60.55,2.55,143.15,91.99,748.69,0.09,25.67,0.01,0.51,0.5
136,13-Nov-2017 - 00:00,14-Nov-2017 - 00:00,33.69,73.76,0.26,5.55,3.01,0.03,23.65,0.75,90.46,2.69,4.44,29.16,61.18,2.96,153.08,98.83,746.63,0.11,26.39,0,0.61,0
137,14-Nov-2017 - 00:00,15-Nov-2017 - 00:00,29.24,53.47,4.22,16.64,12.14,1.24,20.74,0.76,61.97,2.95,4.82,29.2,68.94,3.5,123.94,44.11,745.03,0.06,22.74,0.01,1.1,0.5
138,15-Nov-2017 - 00:00,16-Nov-2017 - 00:00,12.15,26.46,5.86,14.66,12.5,3.37,21.21,0.74,41.43,2.58,4.31,35.18,75.46,5.9,148.47,74.33,742.18,0.09,22,0.01,1.05,1
139,16-Nov-2017 - 00:00,17-Nov-2017 - 00:00,5.85,23.16,7.12,11.71,11.98,1.38,22.34,0.74,28.95,2.65,5.53,29.85,73.89,4.31,160.22,111.05,742.18,0.08,23.81,0,1.47,0
140,17-Nov-2017 - 00:00,18-Nov-2017 - 00:00,7.15,18.32,8.17,14.18,14.15,1.13,21.88,0.76,22.22,2.53,5.62,29.58,76.67,1.54,207.88,83.79,745.92,0.07,23.94,0.11,1.66,10.7
141,18-Nov-2017 - 00:00,19-Nov-2017 - 00:00,11.02,29.77,7.06,10.59,11.34,1.5,23.21,0.71,31.13,2.6,6.81,30.33,77.05,1.27,159.92,145.42,747.84,0.06,25.86,0,1.19,0
142,19-Nov-2017 - 00:00,20-Nov-2017 - 00:00,15.25,28.62,1.81,8.38,5.92,1.73,5.8,0.62,30.48,1.93,5.39,30.11,77.22,1.16,213.41,150,749.99,0.05,26.52,0,0.67,0
143,20-Nov-2017 - 00:00,21-Nov-2017 - 00:00,13.67,28.64,5.9,10.63,10.36,5.79,24.51,0.82,18.55,1.59,4.6,37.96,74.59,1.22,176.09,146.45,751.58,0.06,27.59,0,0.84,0
144,21-Nov-2017 - 00:00,22-Nov-2017 - 00:00,39.83,64.4,4.5,8.61,8.21,2.39,21.63,0.8,37.37,2.89,5.71,29.14,74,1.57,184.56,141.86,749.32,0.06,26.63,0,0.81,0
145,22-Nov-2017 - 00:00,23-Nov-2017 - 00:00,61.5,106.76,4.54,11.68,9.87,2.23,23.36,0.91,65.36,3.55,7.86,28.11,71.64,1.48,135.86,130.96,748.51,0.06,25.28,0,1.16,0
146,23-Nov-2017 - 00:00,24-Nov-2017 - 00:00,53.41,102.75,11.29,25.28,22.6,13.44,25.42,1.01,73.47,3.45,6.83,32.72,72.27,1.27,158.8,127.22,747.93,0.05,25.54,0,1.75,0
147,24-Nov-2017 - 00:00,25-Nov-2017 - 00:00,73.32,139.65,7.92,29.25,21.93,8.75,26.4,0.94,110.5,4.39,8.96,29.79,66.97,1.46,150.76,133.93,750.91,0.06,23.95,0,1.98,0
148,25-Nov-2017 - 00:00,26-Nov-2017 - 00:00,69.06,119.04,11.09,31.96,25.9,9.92,25.44,0.95,119.8,3.5,6.71,28.71,62.19,1.52,189.97,133.51,753.75,0.07,22.82,0,1.13,0
149,26-Nov-2017 - 00:00,27-Nov-2017 - 00:00,,124.26,1.36,29.53,16.73,10.36,8.06,0.97,122.78,3.69,5.68,28.96,64.54,1.41,145.9,132.97,755.25,0.07,22.43,0,1.03,0
150,27-Nov-2017 - 00:00,28-Nov-2017 - 00:00,62.88,123.95,8.95,43.53,30.33,10.88,24.38,1.09,93.47,4.53,8.48,28.69,64.7,1.09,162.97,140.75,753.32,0.05,22.81,0,2.09,0
151,28-Nov-2017 - 00:00,29-Nov-2017 - 00:00,81.69,170.32,14.34,52.54,39.51,11.89,25.56,1.03,77.47,5.55,10.68,29.12,65.59,1.22,182,137.09,753.86,0.04,22.2,0,3.46,0
152,29-Nov-2017 - 00:00,30-Nov-2017 - 00:00,50.42,137.52,10.84,45.57,33,9.58,22.46,0.82,70.66,4.11,7.65,28.9,64.48,1.29,244.68,143.36,756.08,0.06,22.17,0,2.26,0
153,30-Nov-2017 - 00:00,01-Dec-2017 - 00:00,55.2,91.48,5.51,39.28,25.33,10.95,19.6,0.89,81.19,2.4,4.63,29.4,63.96,1.47,153.69,139.17,754.81,0.06,21.91,0,1.16,0
154,01-Dec-2017 - 00:00,02-Dec-2017 - 00:00,61.57,126.96,11.79,39.58,30.56,10.81,27.57,0.9,92.08,3.24,6.01,29.62,60.36,1.53,161.9,136.31,753.91,0.07,21.89,0,1.68,0
155,02-Dec-2017 - 00:00,03-Dec-2017 - 00:00,72.34,125.49,6.06,28.79,20.17,11.86,24.11,0.95,121.4,2.83,4.04,29.27,58.85,1.66,176.14,121.94,755.34,0.07,21.46,0,0.73,0
156,03-Dec-2017 - 00:00,04-Dec-2017 - 00:00,68.6,113.93,1.33,29.18,16.57,11.22,6.71,0.94,109.77,2.81,4.02,29.3,57.58,1.65,155.5,133.98,755.76,0.05,20.75,0,0.67,0
157,04-Dec-2017 - 00:00,05-Dec-2017 - 00:00,76.53,124.64,6.72,34.31,23.64,12.21,26.66,1.11,106.65,3.11,4.69,29.22,60.7,1.48,140,131.93,754.05,0.06,20.38,0,1.04,0
158,05-Dec-2017 - 00:00,06-Dec-2017 - 00:00,98.48,184.85,19.2,56.31,45.47,13.3,25.95,1.23,81.46,4.33,6.67,29.2,65.67,1.26,146.66,106.98,752.94,0.06,19.25,0,1.88,0
159,06-Dec-2017 - 00:00,07-Dec-2017 - 00:00,100.95,178.05,18.75,54.4,44.14,13.63,27.84,1.29,78.83,4.53,7.8,29.37,65.12,1.4,175.8,125.83,751.69,0.06,20.06,0,2.21,0
160,07-Dec-2017 - 00:00,08-Dec-2017 - 00:00,83.83,142.25,6.82,36.76,24.98,20.3,29.64,1.1,95.83,3.51,6.08,29.2,58.25,1.59,145.28,91.61,750.16,0.08,22.38,0,1.11,0
161,08-Dec-2017 - 00:00,09-Dec-2017 - 00:00,59.46,109.95,3.91,44.48,26.75,11.69,11.33,1.02,75.7,3.05,4.73,29.38,44.64,2.31,130.38,106.85,747.92,0.07,27.9,0,1.28,0
162,09-Dec-2017 - 00:00,10-Dec-2017 - 00:00,57.6,120.21,11.17,47.85,34.5,11.17,10.75,1.09,51.93,3.33,5.2,29.53,61.01,1.22,274.4,100.29,749.06,0.03,25.72,0,1.44,0
163,10-Dec-2017 - 00:00,11-Dec-2017 - 00:00,77.45,156.3,16.64,54.04,41.9,13.11,10.94,1.13,39.12,4.12,7.86,29.34,76.19,1.51,183.6,110.69,752.5,-0.01,24.45,0,1.84,0
164,11-Dec-2017 - 00:00,12-Dec-2017 - 00:00,72.94,127.59,9.25,48.16,33.1,15.73,9.95,1.12,46.82,3.51,6.39,29.46,78.34,1.27,198.03,122.26,755.08,0.01,24.68,0,1.48,0
165,12-Dec-2017 - 00:00,13-Dec-2017 - 00:00,75,121.83,23.36,44.24,42.03,17.04,10.93,1.17,37.39,3.93,7.89,29.54,78.81,0.73,213.26,88.86,755.29,0.01,24.72,0,1.71,0
166,13-Dec-2017 - 00:00,14-Dec-2017 - 00:00,80.3,148.83,37.33,39.46,51.27,14.98,7.17,1.21,38.8,3.91,8.13,29.63,78.69,1.16,158.92,114.66,755.34,0.04,24.69,0,2.21,0
167,14-Dec-2017 - 00:00,15-Dec-2017 - 00:00,66.74,98.36,1.74,24.56,14.34,14.66,6.74,0.93,65.31,2.56,6.04,28.93,74.91,1.69,182.57,124.68,756.43,0.06,24.87,0,0.94,0
168,15-Dec-2017 - 00:00,16-Dec-2017 - 00:00,66.55,101.39,10.29,40,29.54,12.87,6.14,1.09,69.4,3.11,6.24,28.98,65.64,1.27,139.5,134.5,757.57,0.04,24.91,0,1.52,0
169,16-Dec-2017 - 00:00,17-Dec-2017 - 00:00,83.18,163.96,37.96,68.92,67.53,12.35,14.53,1.44,43.89,4.94,8.87,29.16,62.35,0.89,144.82,135.21,758.39,0.03,24.25,0,3.1,0
170,17-Dec-2017 - 00:00,18-Dec-2017 - 00:00,89.95,175.46,21.09,54.28,46.02,14.01,13.6,1.2,55.88,4.18,7.31,29.43,64.42,1.23,124.59,124.9,759.75,0.03,23.41,0,2.19,0
171,18-Dec-2017 - 00:00,19-Dec-2017 - 00:00,73.04,139.89,19.03,46.84,40.31,12.93,22.86,1.1,65.68,4.05,6.57,29.15,67.49,1.56,124.47,123.86,759.71,0.06,21.96,0,1.66,0
172,19-Dec-2017 - 00:00,20-Dec-2017 - 00:00,55.91,123.13,4.97,45.66,28.24,11,9.36,0.91,77.94,3.03,5.54,29.08,61.21,1.6,186.84,136.27,759.72,0.05,21.67,0,1.32,0
173,20-Dec-2017 - 00:00,21-Dec-2017 - 00:00,73.53,139.52,10.63,53.83,37.22,12.07,6.76,1.12,71.67,3.81,6.27,28.91,64.33,1.39,192.7,134.91,760.76,0.04,20.64,0,1.84,0
174,21-Dec-2017 - 00:00,22-Dec-2017 - 00:00,67.11,110.97,4.25,42.62,26.09,12.47,6.82,1.11,79.88,3.33,6.47,28.91,64.54,1.35,234.6,124.32,760.43,0.04,22.25,0,1.51,0
175,22-Dec-2017 - 00:00,23-Dec-2017 - 00:00,91.9,181.74,31.39,54.58,54.51,13.91,11.19,1.42,56.88,4.5,7.71,29.08,72.88,1.3,261.33,124.33,758.45,0.04,21.02,0,2.42,0
176,23-Dec-2017 - 00:00,24-Dec-2017 - 00:00,112.39,192.89,26.81,60.57,53.97,16.53,31.57,1.43,51.58,4.9,8.33,29.34,73.69,1.06,208.08,122.93,755.65,0.04,21.65,0,2.96,0
177,24-Dec-2017 - 00:00,25-Dec-2017 - 00:00,117.84,184.91,20.4,45.38,40.25,16.71,13.56,1.32,66.6,4.24,6.42,29.08,75.75,1.26,142.76,120.78,755.51,0.05,21.67,0,2.08,0
178,25-Dec-2017 - 00:00,26-Dec-2017 - 00:00,115.64,169.71,7.04,42.09,28.1,16.36,9.16,1.23,82.41,3.66,4.44,29.17,73.6,1.36,148.99,116.52,755.95,0.04,22.14,0,1.3,0
179,26-Dec-2017 - 00:00,27-Dec-2017 - 00:00,123.4,201.42,16.99,58.67,44.67,17.09,15.18,1.42,71.05,4.4,6.72,29.16,69.61,1.24,136.42,120.07,756.81,0.05,22.58,0,2.16,0
180,27-Dec-2017 - 00:00,28-Dec-2017 - 00:00,99.76,176.75,21.45,59.64,48.74,13.95,16.35,1.24,65.67,3.91,6.56,29.05,65.27,1.07,96.85,135.7,756.7,0.04,21.1,0,1.9,0
181,28-Dec-2017 - 00:00,29-Dec-2017 - 00:00,90.31,199.5,24.47,59.55,51.51,11.44,15.58,1.23,61.71,4.55,7.3,29.05,61.61,1.15,91.26,137.71,756.67,0.05,20.46,0,2.5,0
182,29-Dec-2017 - 00:00,30-Dec-2017 - 00:00,52.9,103.49,9.2,52.65,35.39,11.26,6.32,1.07,53.92,3.58,6.08,28.91,66.68,1.58,129.27,135.76,757.22,0.06,21.24,0,1.71,0
183,30-Dec-2017 - 00:00,31-Dec-2017 - 00:00,58.76,100.26,2.46,32.75,19.2,12.04,5.54,0.92,80.56,2.76,4.34,29.21,67.27,2.22,159.52,110.07,756.55,0.06,22.53,0,1.01,0
184,31-Dec-2017 - 00:00,01-Jan-2018 - 00:00,68.17,113.5,1.65,23.57,13.7,12.67,8.53,0.94,113.85,2.64,3.11,29.24,61.34,2.3,143.38,92.32,753.47,0.08,25,0,0.55,0
185,01-Jan-2018 - 00:00,02-Jan-2018 - 00:00,58.65,97.67,1.7,22.7,13.31,11.45,5.57,0.94,95.17,2.64,3.47,29.29,64.99,2.17,161.38,79.7,750.2,0.09,24.99,0,0.63,0
186,02-Jan-2018 - 00:00,03-Jan-2018 - 00:00,64.8,107.86,1.68,29.09,16.63,11.83,10.18,1.02,98.79,2.99,3.79,29.22,60.18,1.95,172.6,119.45,750.53,0.08,24.74,0,0.77,0
187,03-Jan-2018 - 00:00,04-Jan-2018 - 00:00,74.32,140.19,20.98,56.83,47.17,13.31,14.36,1.44,85.2,2.94,6.21,33.5,62.45,1.35,124.61,117.73,753.41,0.04,24.18,0,1.75,0
188,04-Jan-2018 - 00:00,05-Jan-2018 - 00:00,112.71,236.44,72.95,82.75,99.44,20.85,34.18,1.94,35.74,3.48,6.2,38.33,68.77,0.84,212.66,110.49,755.44,0.03,22.96,0,2.57,0
189,05-Jan-2018 - 00:00,06-Jan-2018 - 00:00,91.14,179.17,42.14,61.61,66.86,13.94,11.46,1.49,58.75,4.44,7.67,28.58,66.33,1.33,221.38,154.62,752.83,0.04,23.21,0,3.25,0
190,06-Jan-2018 - 00:00,07-Jan-2018 - 00:00,107.45,222.16,66.76,77.06,95.2,13.66,13.17,1.8,50.09,5.29,9.15,27.51,66.95,0.9,184.38,135.08,751.84,0.02,21.9,0,4,0
191,07-Jan-2018 - 00:00,08-Jan-2018 - 00:00,91.87,201.63,50.55,71.68,79.13,16.09,14.23,1.58,55.22,5.04,8.1,28.44,64.8,1.13,213.84,129.48,754.03,0.03,21.82,0,3.43,0
192,08-Jan-2018 - 00:00,09-Jan-2018 - 00:00,97.02,186.42,23.17,58.17,49.2,15.38,12.83,1.12,73.5,5.44,6.05,27.92,63.94,1.97,183.19,119.4,756.04,0.06,21.89,0,2.18,0
193,09-Jan-2018 - 00:00,10-Jan-2018 - 00:00,65.2,117.96,2.06,33.21,19.05,14.93,10.32,0.88,102.05,2.48,4.49,27.28,58.45,2.1,153.88,126.11,759.49,0.06,22.81,0,0.81,0
194,10-Jan-2018 - 00:00,11-Jan-2018 - 00:00,99.44,196.08,22.8,67.89,53.67,16.58,13.01,1.35,68.21,4.31,6.95,28.06,63.62,1.36,166.81,124.69,759.84,0.04,22.79,0,2.11,0
195,11-Jan-2018 - 00:00,12-Jan-2018 - 00:00,124.11,291.21,33.79,70.36,64.86,19.82,15.83,1.48,62.61,6.31,6.98,28.64,72.99,1.06,271.29,126.55,757.74,0.02,22.96,0,2.58,0
196,12-Jan-2018 - 00:00,13-Jan-2018 - 00:00,127.74,254.55,31.45,68.42,61.96,21.77,14.29,1.59,52.27,5.62,7.17,29.04,76.89,1.49,231.58,123.12,755.77,0.01,24.31,0,2.68,0
197,13-Jan-2018 - 00:00,14-Jan-2018 - 00:00,111.45,207.84,13.5,50.81,37.71,22.44,15.38,1.15,33.08,4.09,8.34,29.29,78.7,1.04,272.02,104.56,755.77,0.03,25.32,0,1.71,0
198,14-Jan-2018 - 00:00,15-Jan-2018 - 00:00,202.52,290.65,40.82,67.18,67.48,27.03,14.56,2.18,38.84,5.26,7.35,29,74.35,1.04,313.86,109.75,756.78,0.03,25.13,0,2.5,0
199,15-Jan-2018 - 00:00,16-Jan-2018 - 00:00,111.82,196.32,18.41,45.51,38.97,19.18,10.81,1.32,63.66,3.97,5.4,29.23,72.16,1.2,262.62,114.9,756.45,0.03,24.1,0,1.71,0
200,16-Jan-2018 - 00:00,17-Jan-2018 - 00:00,125.46,237.61,13.56,55.64,40.06,20.2,18.32,1.5,51.9,4.38,6.01,29.18,76.03,1.14,195.2,129.83,754.68,0.01,23.95,0,1.79,0
201,17-Jan-2018 - 00:00,18-Jan-2018 - 00:00,102.48,200.7,15.91,51.61,39.97,16.91,12.33,1.39,39.96,4.43,5.98,29.09,75.47,1.36,209.57,121.21,753.98,0.02,23.11,0,1.91,0
202,18-Jan-2018 - 00:00,19-Jan-2018 - 00:00,83.61,167.9,22.57,55.95,47.63,14.1,13.03,1.3,45.02,3.75,6,27.85,70.42,1.16,218.29,141.23,753.73,0.03,22.82,0,1.88,0
203,19-Jan-2018 - 00:00,20-Jan-2018 - 00:00,86.71,191.31,36.69,58.72,60.37,14.42,10.8,1.42,43.85,3.81,5.63,28.24,70.64,1.1,213.85,141.53,755.51,0.03,22.12,0,2.2,0
204,20-Jan-2018 - 00:00,21-Jan-2018 - 00:00,104.07,255.26,38.12,61.94,63.11,16.35,14.22,1.52,50.79,4.15,6.27,28.76,66.17,1.13,213.49,141.34,754.77,0.03,21.93,0,2.71,0
205,21-Jan-2018 - 00:00,22-Jan-2018 - 00:00,88.75,190.35,34.11,59.12,58.49,18.07,12.15,1.45,54.57,3.75,5.47,29.03,65.72,1.2,199.49,133.61,754.08,0.04,21.65,0,1.93,0
206,22-Jan-2018 - 00:00,23-Jan-2018 - 00:00,93.59,213.72,22.51,64.31,51.98,18.84,11.67,1.52,53.41,4.19,5.75,29.07,67.75,1.09,216.97,134,752.17,0.03,21.73,0,2.2,0
207,23-Jan-2018 - 00:00,24-Jan-2018 - 00:00,110.93,280.52,59.86,84.61,93.66,19.42,14.76,1.7,34.55,4.88,7.04,29.36,70.95,1.13,273.41,142.76,752.52,0.01,20.95,0,2.89,0
208,24-Jan-2018 - 00:00,25-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
209,25-Jan-2018 - 00:00,26-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
210,26-Jan-2018 - 00:00,27-Jan-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,0
211,27-Jan-2018 - 00:00,28-Jan-2018 - 00:00,71.34,123.32,1.69,24.48,14.39,16.34,8.37,0.91,104.07,4.27,6.44,29.55,66.55,1.5,211.45,106.59,724.3,0.04,25.58,0,1.86,0
212,28-Jan-2018 - 00:00,29-Jan-2018 - 00:00,84.28,152.5,21.69,38.17,37.95,17.66,18.43,0.99,81.77,5.11,8.79,29.49,69.49,1.41,201.86,122.86,701,0.04,24.44,0,2.47,0
213,29-Jan-2018 - 00:00,30-Jan-2018 - 00:00,85.8,156.38,15.64,50.81,39.74,16.94,9.3,1.1,67.99,6.21,10.15,29.4,71.13,0.47,250.43,35.18,751.36,0.01,22.97,0,3.34,0
214,30-Jan-2018 - 00:00,31-Jan-2018 - 00:00,95.83,201.81,31.04,67.39,61.08,15.9,20.19,1.21,54.77,7.78,14.96,29.97,67.96,1.23,230.41,126.26,755.21,0,23.58,0,6.34,0
215,31-Jan-2018 - 00:00,01-Feb-2018 - 00:00,93.4,188.24,17.75,64.52,48.72,15.97,11.01,1.14,63.12,7.73,22.05,29.83,66.22,1.6,274.32,141.94,754.65,-0.01,24.33,0,3.78,0
216,01-Feb-2018 - 00:00,02-Feb-2018 - 00:00,74.23,174.52,17.83,64.25,48.65,13.92,2.33,1.17,55.28,7.65,19.64,29.98,60.9,1.44,210.57,150.26,754.14,0.03,25.62,0,4.21,0
217,02-Feb-2018 - 00:00,03-Feb-2018 - 00:00,79.55,203.49,20,69.05,52.95,14.78,4.57,1.17,48.73,8.19,22.25,29.9,63.89,1.38,199.75,149.41,753.94,0.01,24.92,0,4.54,0
218,03-Feb-2018 - 00:00,04-Feb-2018 - 00:00,79.03,209.94,34.09,67.22,63.47,16.46,9.43,1.26,45.08,8.65,16.13,29.58,63.51,1.16,208.94,149.48,755.3,0,23.95,0,5.06,0
219,04-Feb-2018 - 00:00,05-Feb-2018 - 00:00,62.96,190.25,27.05,62.97,55.47,15.29,12.32,1.06,34.52,7.38,14.26,29.55,58.99,1.16,215.99,146.07,756.06,-0.01,24.5,0,4.21,0
220,05-Feb-2018 - 00:00,06-Feb-2018 - 00:00,64.79,177.28,33.92,59.41,59.15,16.17,11.2,1.16,34.47,7.43,15.01,30.04,56.99,0.69,263.68,146.34,758.73,0.02,25.05,0,4.91,0
221,06-Feb-2018 - 00:00,07-Feb-2018 - 00:00,69.68,183.45,43.33,57.82,65.98,19.19,11.5,0.94,33.62,8.19,14.61,29.84,65.38,1.14,247.57,140.06,757.73,-0.01,23.5,0,5.98,0
222,07-Feb-2018 - 00:00,08-Feb-2018 - 00:00,61.97,136.68,22.79,48.73,44.46,17.9,9.17,0.64,21.84,6.52,16.73,29.7,72.91,1.87,213.61,126.09,707.6,-0.01,24.04,0,3.65,0
223,08-Feb-2018 - 00:00,09-Feb-2018 - 00:00,51.34,115.59,18.95,47.8,40.84,15.59,9.9,0.59,31.7,7.16,21.15,29.83,70.58,1.53,192.08,112.5,703,-0.01,25.82,0,3.39,0
224,09-Feb-2018 - 00:00,10-Feb-2018 - 00:00,49.06,125.19,25.57,40.58,42.36,13.39,8.72,0.6,20.74,6.59,18.33,30.01,75.31,2.03,224.62,144.8,,-0.01,25.21,0,3.77,0
225,10-Feb-2018 - 00:00,11-Feb-2018 - 00:00,54.38,125.25,12.72,39.48,31.33,14.14,8.58,0.62,16.26,8.46,13.5,30.36,74.07,1.72,222.19,132.32,755.75,-0.01,26.85,0,3.07,0
226,11-Feb-2018 - 00:00,12-Feb-2018 - 00:00,72.32,123.88,3.86,27.87,13.8,11.37,11.16,0.41,32.91,5.56,8.69,29.63,76.41,1.46,162.48,74.06,759.2,0.07,25.94,0,1.71,0
227,12-Feb-2018 - 00:00,13-Feb-2018 - 00:00,72.27,116.3,1.61,,0.31,0.24,9.14,0.48,63.16,4.16,9.35,29.67,75.92,2,140.15,122.52,760.03,0.08,26.35,0,1.4,0
228,13-Feb-2018 - 00:00,14-Feb-2018 - 00:00,64.21,123.64,1.55,,0.35,0.27,10.82,0.5,99.21,4.38,6.59,29.84,62.92,1.66,130.11,127.01,762.86,0.07,26.66,0,1.38,0
229,14-Feb-2018 - 00:00,15-Feb-2018 - 00:00,52.11,115.15,1.24,7.39,2.85,1.6,7.92,0.52,80.5,4.4,7.89,29.89,62.12,1.99,192.67,140.35,762.9,0.08,26.19,0,2.08,0
230,15-Feb-2018 - 00:00,16-Feb-2018 - 00:00,67.15,166.28,4.17,10.76,9.04,2.04,10.81,0.68,63.69,7.13,12.99,29.74,64.96,0.92,298.3,135.86,762.41,0.03,25.15,0,4.69,0
231,16-Feb-2018 - 00:00,17-Feb-2018 - 00:00,74.04,152.96,3.77,7.91,5.83,0.87,11.11,0.65,49.69,6.04,10.45,29.51,72.49,1.03,243.7,131.95,759.94,0.02,25.09,0,4.08,0
232,17-Feb-2018 - 00:00,18-Feb-2018 - 00:00,82.24,155.69,1.01,0.56,0.99,0.16,10.58,0.73,31.66,7.23,12.43,29.7,74.78,1.33,243.6,141.61,754.73,0,25.3,0,4.1,0
233,18-Feb-2018 - 00:00,19-Feb-2018 - 00:00,66.86,113.67,0.45,0.69,0.62,0.19,10.26,0.48,46,4.96,13.23,29.52,73.45,1.47,242.86,166.89,753.64,0.01,26.66,0,2.13,0
234,19-Feb-2018 - 00:00,20-Feb-2018 - 00:00,79.07,143.39,0.83,0.91,1.05,0.24,9.71,0.54,35.58,5.92,9.49,29.65,73.88,1.14,194.03,147.23,755.12,-0.01,25.86,0,2.71,0
235,20-Feb-2018 - 00:00,21-Feb-2018 - 00:00,80.71,160.09,5.74,21.08,15.3,5.39,10.59,0.71,29.28,6.57,16.92,30,71.6,1.1,214.77,134.93,754.35,0,25.57,0,3.5,0
236,21-Feb-2018 - 00:00,22-Feb-2018 - 00:00,71.56,182.64,24.41,49.17,45.99,11.08,9.39,0.79,34.31,7.47,13.45,30.1,66.55,1.27,299.65,140.61,752.35,0.01,26.1,0,4.28,0
237,22-Feb-2018 - 00:00,23-Feb-2018 - 00:00,72.23,194.95,19.09,66.06,50.66,11.32,16.34,0.73,40.87,7.26,17.1,30.26,59.8,1.2,225.93,151.49,751.81,-0.01,27.48,0,3.62,0
238,23-Feb-2018 - 00:00,24-Feb-2018 - 00:00,76.95,192.92,20.74,61.5,49.58,12.55,16.82,0.79,35.12,6.75,19.9,30.02,63.51,1.53,182.47,151.62,753.5,-0.02,27.1,0,3.51,0
239,24-Feb-2018 - 00:00,25-Feb-2018 - 00:00,86.96,271.82,99.32,92.41,129.9,15.7,31.57,1.84,21.89,11.69,34.76,30.55,57.9,0.62,192.41,136.8,756.76,0.01,26.99,0,10.7,0
240,25-Feb-2018 - 00:00,26-Feb-2018 - 00:00,62.71,237.19,77.41,65.32,95.88,19.71,18.86,1.01,39.87,9.16,16.48,31.16,50.14,0.88,181.93,192.21,755.26,0,27.9,0,7.37,0
241,26-Feb-2018 - 00:00,27-Feb-2018 - 00:00,58.42,171.37,14.74,83.07,52.75,18.63,20.49,0.92,48.19,6.92,12.61,31.12,48.02,1.48,240.81,214.64,750.93,0.01,31.24,0,4.55,0
242,27-Feb-2018 - 00:00,28-Feb-2018 - 00:00,47.91,134.74,11.4,58.1,40.17,15.93,17.22,0.76,38.4,5.77,12.77,30.09,57.79,1.38,248.3,140.61,751.78,-0.01,26.08,0,3.19,0
